,grid_id_old,grid_id
23524,"(111, 104)","(20, -77)"
23526,"(113, 99)","(23, -82)"
23527,"(114, 98)","(23, -82)"
23537,"(111, 104)","(20, -77)"
23541,"(111, 104)","(20, -77)"
23556,"(114, 98)","(23, -82)"
23569,"(111, 104)","(20, -77)"
23589,"(111, 106)","(20, -75)"
23601,"(114, 98)","(23, -82)"
23602,"(114, 98)","(23, -82)"
23603,"(125, 213)","(35, 33)"
23604,"(126, 214)","(35, 33)"
23606,"(125, 214)","(35, 33)"
23608,"(125, 214)","(35, 33)"
23612,"(140, 198)","(50, 18)"
23613,"(140, 197)","(49, 17)"
23615,"(140, 195)","(49, 14)"
23620,"(140, 197)","(49, 17)"
23670,"(140, 197)","(49, 17)"
23671,"(140, 195)","(49, 14)"
23691,"(140, 199)","(50, 18)"
23697,"(140, 195)","(49, 14)"
23732,"(147, 190)","(56, 9)"
23735,"(146, 193)","(56, 13)"
23737,"(146, 189)","(56, 8)"
23738,"(146, 195)","(55, 15)"
23742,"(102, 224)","(12, 43)"
23743,"(102, 224)","(12, 43)"
23744,"(102, 224)","(12, 43)"
23745,"(102, 223)","(11, 43)"
23748,"(102, 224)","(12, 43)"
23749,"(106, 119)","(16, -61)"
23759,"(106, 119)","(15, -61)"
23761,"(109, 109)","(18, -71)"
23763,"(109, 109)","(18, -71)"
23764,"(109, 109)","(18, -71)"
23766,"(109, 111)","(19, -69)"
23767,"(109, 111)","(19, -70)"
23768,"(109, 110)","(19, -70)"
23769,"(110, 111)","(19, -69)"
23773,"(110, 110)","(19, -71)"
23774,"(109, 110)","(19, -71)"
23780,"(109, 111)","(19, -69)"
23781,"(110, 111)","(19, -70)"
23783,"(110, 110)","(19, -70)"
23787,"(110, 110)","(19, -70)"
23791,"(109, 109)","(19, -71)"
23797,"(110, 110)","(19, -70)"
23806,"(109, 110)","(19, -71)"
23872,"(110, 110)","(20, -70)"
23876,"(110, 109)","(19, -72)"
23904,"(109, 110)","(19, -71)"
24029,"(109, 109)","(18, -71)"
24053,"(109, 111)","(19, -70)"
24061,"(110, 109)","(19, -72)"
24072,"(109, 110)","(19, -71)"
24078,"(109, 110)","(18, -70)"
24102,"(110, 110)","(20, -71)"
24104,"(110, 110)","(19, -71)"
24105,"(109, 110)","(19, -71)"
24130,"(109, 110)","(19, -71)"
24190,"(110, 110)","(19, -70)"
24196,"(88, 101)","(-2, -80)"
24197,"(88, 101)","(-2, -80)"
24199,"(86, 101)","(-4, -80)"
24200,"(90, 102)","(-1, -79)"
24201,"(88, 100)","(-2, -80)"
24202,"(91, 102)","(1, -78)"
24206,"(89, 102)","(-1, -79)"
24207,"(90, 102)","(0, -78)"
24215,"(90, 101)","(-1, -79)"
24227,"(91, 102)","(1, -78)"
24229,"(90, 100)","(-1, -80)"
24230,"(88, 102)","(-3, -78)"
24234,"(88, 101)","(-2, -80)"
24237,"(87, 101)","(-4, -80)"
24238,"(91, 102)","(1, -79)"
24239,"(87, 101)","(-4, -80)"
24244,"(87, 101)","(-3, -79)"
24265,"(90, 103)","(-1, -78)"
24266,"(87, 101)","(-3, -79)"
24274,"(90, 102)","(0, -79)"
24275,"(88, 101)","(-2, -79)"
24281,"(116, 213)","(26, 33)"
24282,"(120, 215)","(29, 34)"
24283,"(120, 211)","(29, 31)"
24285,"(118, 212)","(27, 32)"
24288,"(119, 211)","(28, 31)"
24289,"(120, 211)","(29, 31)"
24290,"(114, 213)","(23, 33)"
24293,"(120, 211)","(29, 31)"
24294,"(120, 211)","(29, 31)"
24295,"(120, 211)","(29, 31)"
24300,"(121, 211)","(31, 31)"
24301,"(119, 211)","(28, 31)"
24303,"(104, 91)","(14, -89)"
24304,"(104, 91)","(14, -90)"
24306,"(104, 91)","(14, -89)"
24307,"(104, 92)","(13, -89)"
24311,"(104, 92)","(13, -89)"
24316,"(104, 92)","(13, -88)"
24317,"(104, 92)","(14, -89)"
24318,"(104, 92)","(14, -89)"
24342,"(104, 92)","(14, -89)"
24348,"(104, 91)","(14, -89)"
24349,"(104, 91)","(14, -89)"
24350,"(104, 91)","(14, -90)"
24351,"(104, 91)","(14, -90)"
24369,"(104, 92)","(14, -88)"
24381,"(104, 92)","(14, -89)"
24409,"(104, 91)","(14, -90)"
24421,"(104, 92)","(14, -88)"
24425,"(104, 91)","(14, -90)"
24432,"(106, 217)","(15, 37)"
24434,"(96, 225)","(6, 44)"
24435,"(102, 222)","(12, 41)"
24436,"(97, 224)","(7, 43)"
24437,"(101, 216)","(11, 35)"
24438,"(100, 217)","(10, 36)"
24439,"(96, 225)","(5, 45)"
24440,"(99, 219)","(9, 39)"
24441,"(103, 221)","(12, 41)"
24442,"(102, 222)","(12, 41)"
24444,"(103, 221)","(12, 41)"
24447,"(97, 224)","(7, 43)"
24457,"(100, 223)","(10, 42)"
24459,"(98, 219)","(8, 39)"
24460,"(102, 219)","(12, 38)"
24463,"(103, 221)","(12, 41)"
24465,"(99, 219)","(9, 39)"
24471,"(104, 219)","(14, 38)"
24472,"(97, 217)","(6, 37)"
24473,"(99, 219)","(9, 39)"
24479,"(100, 223)","(9, 43)"
24480,"(97, 224)","(6, 44)"
24482,"(103, 221)","(12, 41)"
24485,"(96, 225)","(5, 45)"
24487,"(73, 358)","(-18, 178)"
24488,"(73, 358)","(-18, 178)"
24489,"(73, 358)","(-18, 178)"
24492,"(73, 358)","(-18, 178)"
24493,"(72, 358)","(-18, 178)"
24494,"(73, 358)","(-18, 178)"
24495,"(73, 358)","(-18, 178)"
24496,"(73, 358)","(-18, 178)"
24497,"(73, 358)","(-18, 178)"
24498,"(73, 358)","(-18, 178)"
24499,"(73, 358)","(-18, 178)"
24500,"(73, 358)","(-18, 178)"
24501,"(74, 360)","(-16, 179)"
24502,"(73, 358)","(-18, 178)"
24503,"(73, 358)","(-18, 178)"
24504,"(73, 358)","(-18, 178)"
24505,"(73, 358)","(-18, 178)"
24506,"(73, 358)","(-18, 178)"
24508,"(73, 358)","(-18, 178)"
24509,"(158, 207)","(68, 26)"
24510,"(134, 181)","(44, 0)"
24511,"(134, 187)","(44, 6)"
24512,"(136, 184)","(46, 3)"
24514,"(139, 188)","(48, 7)"
24515,"(137, 187)","(46, 6)"
24516,"(134, 185)","(44, 4)"
24517,"(135, 186)","(44, 5)"
24519,"(137, 185)","(47, 5)"
24523,"(135, 186)","(45, 5)"
24527,"(134, 187)","(44, 6)"
24530,"(135, 188)","(44, 7)"
24531,"(139, 183)","(49, 3)"
24533,"(139, 181)","(49, 0)"
24538,"(134, 187)","(43, 6)"
24539,"(139, 183)","(49, 2)"
24540,"(134, 186)","(44, 5)"
24542,"(139, 182)","(49, 2)"
24543,"(140, 180)","(49, 0)"
24547,"(139, 188)","(49, 8)"
24548,"(140, 183)","(50, 2)"
24565,"(133, 183)","(43, 3)"
24567,"(135, 185)","(44, 5)"
24570,"(141, 184)","(50, 3)"
24590,"(138, 185)","(47, 5)"
24596,"(141, 183)","(50, 3)"
24601,"(134, 188)","(44, 7)"
24622,"(134, 180)","(43, -1)"
24631,"(89, 191)","(-2, 11)"
24633,"(89, 191)","(-2, 11)"
24634,"(104, 166)","(13, -14)"
24635,"(104, 166)","(13, -14)"
24636,"(104, 166)","(13, -14)"
24637,"(104, 166)","(13, -14)"
24639,"(104, 164)","(13, -17)"
24640,"(104, 165)","(13, -16)"
24644,"(133, 225)","(42, 44)"
24645,"(133, 225)","(42, 45)"
24646,"(134, 222)","(43, 41)"
24647,"(132, 225)","(42, 45)"
24648,"(132, 225)","(41, 45)"
24651,"(133, 225)","(42, 44)"
24652,"(132, 225)","(42, 45)"
24653,"(132, 224)","(42, 43)"
24659,"(133, 223)","(43, 43)"
24662,"(133, 223)","(42, 42)"
24665,"(133, 225)","(42, 44)"
24667,"(132, 226)","(42, 46)"
24670,"(132, 223)","(42, 42)"
24671,"(132, 223)","(42, 42)"
24675,"(132, 223)","(42, 42)"
24678,"(132, 225)","(42, 45)"
24679,"(144, 191)","(54, 10)"
24680,"(139, 190)","(49, 9)"
24690,"(139, 190)","(49, 9)"
24694,"(139, 190)","(49, 9)"
24697,"(139, 189)","(49, 8)"
24698,"(144, 189)","(53, 9)"
24701,"(143, 194)","(53, 13)"
24702,"(139, 190)","(49, 9)"
24706,"(141, 190)","(51, 9)"
24709,"(139, 189)","(48, 8)"
24710,"(143, 194)","(52, 13)"
24737,"(139, 190)","(49, 9)"
24738,"(143, 194)","(53, 13)"
24739,"(139, 190)","(49, 9)"
24775,"(141, 193)","(51, 13)"
24797,"(139, 190)","(49, 9)"
24822,"(139, 190)","(49, 9)"
24825,"(143, 190)","(53, 9)"
24830,"(144, 189)","(53, 9)"
24851,"(142, 188)","(51, 8)"
24852,"(139, 189)","(49, 9)"
24853,"(143, 190)","(53, 9)"
24854,"(139, 190)","(48, 9)"
24856,"(100, 180)","(9, -1)"
24857,"(96, 180)","(6, 0)"
24858,"(96, 180)","(6, 0)"
24859,"(97, 179)","(7, -2)"
24864,"(100, 180)","(9, -1)"
24865,"(97, 180)","(6, 0)"
24866,"(97, 180)","(6, 0)"
24870,"(128, 203)","(37, 22)"
24871,"(129, 202)","(38, 22)"
24872,"(130, 201)","(39, 21)"
24873,"(130, 201)","(39, 21)"
24874,"(132, 203)","(41, 23)"
24875,"(129, 202)","(38, 22)"
24876,"(129, 202)","(38, 22)"
24880,"(129, 202)","(38, 22)"
24881,"(131, 201)","(40, 21)"
24884,"(130, 207)","(39, 26)"
24887,"(130, 200)","(40, 20)"
24888,"(128, 204)","(38, 24)"
24890,"(129, 205)","(39, 25)"
24891,"(128, 207)","(38, 27)"
24892,"(128, 204)","(38, 24)"
24893,"(128, 204)","(38, 24)"
24894,"(129, 202)","(38, 22)"
24895,"(131, 203)","(41, 23)"
24896,"(130, 203)","(40, 22)"
24897,"(129, 201)","(39, 21)"
24898,"(128, 203)","(37, 22)"
24901,"(128, 203)","(37, 22)"
24903,"(128, 203)","(37, 22)"
24906,"(130, 201)","(40, 21)"
24913,"(129, 202)","(38, 22)"
24914,"(129, 201)","(38, 21)"
24915,"(130, 206)","(40, 25)"
24921,"(103, 119)","(12, -62)"
24924,"(105, 90)","(15, -90)"
24925,"(105, 91)","(14, -90)"
24927,"(106, 89)","(15, -92)"
24928,"(106, 89)","(16, -92)"
24929,"(106, 90)","(15, -91)"
24930,"(105, 90)","(15, -91)"
24931,"(105, 90)","(15, -91)"
24935,"(105, 89)","(14, -91)"
24940,"(105, 91)","(15, -89)"
24942,"(106, 90)","(16, -90)"
24950,"(106, 90)","(16, -90)"
24953,"(105, 91)","(14, -90)"
24954,"(107, 90)","(17, -90)"
24963,"(105, 90)","(14, -91)"
24967,"(105, 90)","(15, -91)"
25058,"(105, 90)","(15, -90)"
25059,"(105, 90)","(14, -91)"
25101,"(105, 90)","(15, -91)"
25104,"(106, 91)","(15, -90)"
25107,"(106, 90)","(16, -90)"
25137,"(105, 90)","(14, -91)"
25139,"(106, 90)","(16, -90)"
25181,"(106, 90)","(16, -90)"
25193,"(105, 90)","(15, -90)"
25228,"(106, 90)","(16, -90)"
25230,"(105, 90)","(14, -90)"
25231,"(105, 90)","(15, -90)"
25233,"(106, 90)","(16, -90)"
25373,"(105, 90)","(15, -91)"
25384,"(105, 88)","(15, -92)"
25385,"(106, 89)","(16, -92)"
25399,"(102, 167)","(12, -13)"
25400,"(99, 170)","(9, -10)"
25401,"(100, 167)","(10, -14)"
25402,"(101, 167)","(10, -13)"
25403,"(100, 167)","(10, -14)"
25405,"(100, 167)","(10, -14)"
25406,"(101, 169)","(11, -12)"
25410,"(102, 166)","(11, -15)"
25411,"(103, 166)","(12, -14)"
25412,"(103, 166)","(12, -15)"
25414,"(97, 122)","(6, -58)"
25416,"(97, 122)","(6, -58)"
25421,"(97, 122)","(6, -58)"
25425,"(109, 106)","(19, -74)"
25433,"(110, 108)","(20, -72)"
25434,"(109, 107)","(18, -74)"
25435,"(109, 107)","(18, -74)"
25436,"(110, 108)","(20, -72)"
25439,"(109, 108)","(18, -72)"
25440,"(109, 107)","(18, -74)"
25441,"(109, 108)","(19, -72)"
25442,"(110, 108)","(20, -73)"
25443,"(109, 108)","(18, -72)"
25444,"(110, 107)","(20, -73)"
25445,"(110, 108)","(19, -73)"
25450,"(109, 108)","(18, -72)"
25451,"(109, 108)","(19, -72)"
25452,"(109, 108)","(19, -72)"
25453,"(109, 108)","(19, -72)"
25454,"(109, 108)","(18, -72)"
25460,"(110, 107)","(20, -73)"
25461,"(110, 108)","(20, -72)"
25462,"(109, 108)","(18, -72)"
25478,"(109, 108)","(18, -72)"
25479,"(110, 108)","(19, -73)"
25482,"(110, 108)","(20, -72)"
25483,"(110, 108)","(19, -73)"
25484,"(109, 108)","(18, -72)"
25485,"(110, 108)","(20, -72)"
25490,"(109, 107)","(18, -74)"
25516,"(110, 108)","(19, -73)"
25534,"(109, 108)","(18, -73)"
25535,"(109, 106)","(19, -74)"
25555,"(110, 108)","(19, -73)"
25556,"(110, 108)","(19, -73)"
25561,"(109, 107)","(18, -74)"
25575,"(110, 108)","(19, -73)"
25576,"(109, 106)","(19, -74)"
25586,"(109, 106)","(19, -74)"
25592,"(110, 108)","(20, -73)"
25594,"(109, 108)","(18, -72)"
25595,"(109, 106)","(19, -74)"
25675,"(109, 106)","(19, -74)"
25682,"(109, 108)","(18, -72)"
25702,"(110, 108)","(20, -72)"
25705,"(109, 106)","(19, -74)"
25773,"(110, 108)","(19, -73)"
25783,"(109, 108)","(19, -72)"
25784,"(109, 108)","(18, -72)"
25789,"(110, 108)","(20, -72)"
25792,"(109, 108)","(18, -72)"
25793,"(109, 108)","(18, -72)"
25794,"(109, 106)","(19, -74)"
25814,"(109, 107)","(18, -73)"
25820,"(109, 107)","(18, -74)"
25824,"(110, 108)","(20, -72)"
25832,"(110, 108)","(20, -72)"
25836,"(109, 106)","(19, -74)"
25879,"(110, 108)","(19, -73)"
25881,"(110, 108)","(20, -72)"
25885,"(106, 96)","(15, -84)"
25886,"(105, 93)","(15, -88)"
25887,"(104, 93)","(13, -87)"
25888,"(106, 96)","(15, -84)"
25889,"(106, 93)","(16, -87)"
25892,"(106, 93)","(15, -88)"
25896,"(106, 93)","(16, -87)"
25900,"(106, 93)","(16, -87)"
25905,"(104, 93)","(13, -87)"
25912,"(104, 93)","(13, -87)"
25913,"(105, 92)","(15, -89)"
25915,"(106, 93)","(16, -87)"
25917,"(105, 93)","(14, -87)"
25919,"(106, 93)","(15, -88)"
25926,"(106, 92)","(16, -88)"
25934,"(106, 93)","(16, -87)"
25943,"(106, 93)","(16, -87)"
25953,"(106, 93)","(15, -88)"
25955,"(104, 93)","(13, -87)"
25980,"(105, 92)","(15, -88)"
25982,"(104, 93)","(13, -87)"
25988,"(106, 93)","(16, -87)"
25990,"(104, 93)","(13, -87)"
25993,"(106, 93)","(16, -87)"
26098,"(105, 93)","(15, -88)"
26134,"(105, 93)","(14, -87)"
26135,"(106, 93)","(16, -87)"
26177,"(106, 93)","(16, -87)"
26275,"(106, 93)","(16, -87)"
26277,"(105, 93)","(14, -87)"
26280,"(138, 201)","(48, 20)"
26281,"(138, 201)","(48, 20)"
26282,"(138, 201)","(48, 20)"
26283,"(139, 201)","(48, 21)"
26285,"(138, 203)","(48, 22)"
26286,"(138, 200)","(47, 19)"
26288,"(138, 203)","(48, 22)"
26291,"(137, 201)","(46, 20)"
26296,"(138, 201)","(47, 20)"
26305,"(138, 200)","(47, 19)"
26306,"(139, 201)","(48, 21)"
26312,"(138, 201)","(48, 20)"
26313,"(138, 200)","(47, 19)"
26318,"(137, 200)","(47, 19)"
26326,"(155, 161)","(64, -19)"
26327,"(155, 161)","(64, -19)"
26329,"(104, 261)","(13, 80)"
26331,"(119, 258)","(29, 77)"
26333,"(121, 256)","(31, 75)"
26334,"(100, 260)","(9, 79)"
26335,"(104, 261)","(13, 80)"
26336,"(117, 273)","(26, 93)"
26337,"(104, 261)","(13, 80)"
26338,"(104, 261)","(13, 80)"
26339,"(116, 266)","(26, 86)"
26340,"(104, 261)","(13, 80)"
26342,"(122, 258)","(32, 77)"
26343,"(104, 261)","(13, 80)"
26344,"(107, 261)","(17, 81)"
26345,"(105, 260)","(14, 80)"
26346,"(104, 261)","(13, 80)"
26347,"(104, 261)","(13, 80)"
26348,"(119, 258)","(29, 77)"
26349,"(104, 261)","(13, 80)"
26350,"(116, 266)","(26, 86)"
26351,"(123, 255)","(33, 75)"
26352,"(118, 269)","(27, 89)"
26353,"(104, 261)","(13, 80)"
26354,"(116, 266)","(26, 86)"
26356,"(107, 263)","(17, 82)"
26357,"(117, 273)","(26, 93)"
26359,"(124, 257)","(34, 77)"
26361,"(104, 261)","(13, 80)"
26363,"(115, 273)","(25, 93)"
26364,"(117, 273)","(26, 93)"
26367,"(104, 261)","(13, 80)"
26368,"(123, 257)","(32, 76)"
26369,"(117, 254)","(27, 74)"
26370,"(124, 257)","(34, 77)"
26371,"(116, 266)","(26, 86)"
26372,"(104, 261)","(13, 80)"
26373,"(119, 258)","(29, 77)"
26378,"(115, 274)","(25, 94)"
26381,"(117, 273)","(26, 93)"
26383,"(104, 261)","(13, 80)"
26384,"(119, 275)","(28, 95)"
26388,"(109, 253)","(19, 73)"
26389,"(117, 273)","(26, 93)"
26391,"(116, 266)","(26, 86)"
26394,"(121, 259)","(31, 79)"
26395,"(104, 261)","(13, 80)"
26396,"(117, 273)","(26, 93)"
26397,"(123, 255)","(33, 75)"
26398,"(99, 258)","(9, 77)"
26399,"(104, 261)","(13, 80)"
26400,"(115, 269)","(24, 88)"
26401,"(117, 273)","(26, 93)"
26409,"(109, 257)","(18, 77)"
26411,"(106, 255)","(15, 74)"
26412,"(119, 258)","(29, 77)"
26413,"(104, 261)","(13, 80)"
26414,"(116, 266)","(26, 86)"
26420,"(118, 269)","(28, 88)"
26421,"(119, 275)","(28, 95)"
26429,"(119, 275)","(28, 95)"
26431,"(124, 257)","(34, 77)"
26432,"(117, 273)","(26, 93)"
26436,"(104, 261)","(13, 80)"
26437,"(114, 260)","(23, 80)"
26438,"(121, 257)","(31, 77)"
26442,"(108, 259)","(17, 78)"
26443,"(109, 253)","(19, 73)"
26444,"(113, 254)","(22, 73)"
26445,"(119, 275)","(28, 95)"
26450,"(119, 275)","(28, 95)"
26452,"(119, 275)","(28, 95)"
26458,"(106, 255)","(15, 74)"
26459,"(117, 273)","(26, 93)"
26464,"(119, 275)","(28, 95)"
26470,"(117, 273)","(26, 93)"
26474,"(112, 261)","(22, 80)"
26477,"(104, 261)","(13, 80)"
26478,"(112, 258)","(22, 78)"
26479,"(120, 257)","(29, 76)"
26482,"(117, 271)","(26, 90)"
26484,"(117, 273)","(26, 93)"
26490,"(103, 258)","(13, 78)"
26494,"(122, 258)","(32, 77)"
26495,"(122, 258)","(32, 77)"
26497,"(120, 257)","(29, 76)"
26505,"(122, 258)","(32, 77)"
26506,"(119, 275)","(28, 95)"
26512,"(114, 268)","(23, 88)"
26513,"(113, 269)","(23, 88)"
26514,"(117, 275)","(26, 95)"
26519,"(120, 257)","(29, 76)"
26536,"(111, 258)","(20, 78)"
26538,"(106, 255)","(15, 74)"
26541,"(117, 264)","(26, 83)"
26542,"(122, 258)","(32, 77)"
26548,"(104, 261)","(13, 80)"
26549,"(117, 254)","(27, 74)"
26551,"(117, 273)","(26, 93)"
26555,"(124, 257)","(34, 77)"
26557,"(112, 263)","(21, 82)"
26561,"(112, 263)","(21, 82)"
26562,"(124, 257)","(34, 77)"
26564,"(116, 266)","(26, 86)"
26566,"(104, 261)","(13, 80)"
26567,"(124, 257)","(34, 77)"
26571,"(117, 254)","(27, 74)"
26572,"(117, 273)","(26, 93)"
26574,"(119, 275)","(28, 95)"
26578,"(115, 267)","(25, 87)"
26580,"(122, 258)","(32, 77)"
26582,"(104, 261)","(13, 80)"
26583,"(104, 261)","(13, 80)"
26593,"(117, 273)","(26, 93)"
26616,"(122, 258)","(32, 77)"
26617,"(111, 267)","(21, 87)"
26621,"(116, 266)","(26, 86)"
26623,"(119, 258)","(29, 77)"
26625,"(116, 273)","(25, 92)"
26626,"(102, 257)","(11, 77)"
26627,"(117, 273)","(26, 93)"
26631,"(116, 266)","(26, 86)"
26635,"(119, 258)","(29, 77)"
26636,"(124, 257)","(34, 77)"
26637,"(116, 266)","(26, 86)"
26639,"(118, 275)","(27, 94)"
26640,"(120, 257)","(29, 76)"
26643,"(121, 260)","(30, 79)"
26646,"(117, 273)","(26, 93)"
26662,"(102, 260)","(12, 79)"
26664,"(121, 260)","(30, 79)"
26665,"(117, 254)","(27, 74)"
26666,"(119, 275)","(28, 95)"
26672,"(104, 261)","(13, 80)"
26674,"(116, 266)","(26, 86)"
26678,"(116, 266)","(26, 86)"
26680,"(116, 266)","(26, 86)"
26683,"(108, 259)","(17, 78)"
26684,"(124, 257)","(34, 77)"
26685,"(119, 258)","(29, 77)"
26687,"(117, 273)","(26, 93)"
26688,"(122, 258)","(32, 77)"
26695,"(112, 263)","(21, 82)"
26697,"(124, 257)","(34, 77)"
26700,"(124, 257)","(34, 77)"
26701,"(114, 272)","(24, 92)"
26704,"(116, 266)","(26, 86)"
26712,"(116, 266)","(26, 86)"
26715,"(118, 269)","(27, 89)"
26718,"(83, 291)","(-7, 110)"
26719,"(84, 287)","(-6, 107)"
26720,"(82, 293)","(-8, 113)"
26721,"(84, 287)","(-6, 106)"
26724,"(90, 300)","(-1, 120)"
26725,"(87, 299)","(-3, 119)"
26726,"(82, 296)","(-8, 115)"
26727,"(82, 294)","(-8, 113)"
26728,"(84, 287)","(-6, 106)"
26731,"(81, 303)","(-9, 122)"
26732,"(81, 303)","(-9, 122)"
26733,"(81, 303)","(-9, 122)"
26734,"(87, 283)","(-4, 102)"
26736,"(82, 296)","(-8, 115)"
26737,"(91, 308)","(1, 127)"
26738,"(84, 287)","(-6, 106)"
26741,"(83, 292)","(-7, 112)"
26742,"(82, 294)","(-8, 113)"
26743,"(84, 287)","(-6, 107)"
26744,"(83, 287)","(-7, 107)"
26745,"(87, 283)","(-4, 102)"
26747,"(96, 276)","(6, 95)"
26748,"(88, 300)","(-2, 119)"
26749,"(83, 291)","(-7, 110)"
26750,"(83, 288)","(-7, 108)"
26751,"(92, 305)","(1, 125)"
26752,"(83, 291)","(-7, 110)"
26753,"(81, 303)","(-9, 122)"
26754,"(87, 283)","(-4, 102)"
26756,"(82, 305)","(-8, 125)"
26757,"(87, 300)","(-4, 120)"
26758,"(81, 303)","(-9, 122)"
26759,"(87, 283)","(-4, 102)"
26764,"(87, 309)","(-4, 128)"
26765,"(82, 305)","(-8, 125)"
26766,"(87, 319)","(-4, 139)"
26769,"(84, 287)","(-7, 107)"
26771,"(89, 294)","(-2, 113)"
26772,"(91, 303)","(1, 122)"
26773,"(82, 305)","(-8, 125)"
26774,"(83, 289)","(-7, 109)"
26775,"(84, 288)","(-6, 107)"
26777,"(93, 280)","(3, 99)"
26778,"(82, 295)","(-8, 114)"
26779,"(82, 296)","(-9, 115)"
26780,"(84, 287)","(-6, 106)"
26785,"(87, 283)","(-4, 102)"
26786,"(89, 282)","(-1, 101)"
26787,"(84, 287)","(-6, 107)"
26788,"(87, 284)","(-4, 103)"
26791,"(83, 291)","(-7, 110)"
26793,"(86, 300)","(-4, 120)"
26794,"(82, 293)","(-8, 113)"
26795,"(84, 287)","(-6, 106)"
26801,"(84, 287)","(-7, 107)"
26804,"(81, 305)","(-9, 125)"
26805,"(87, 284)","(-4, 103)"
26809,"(84, 287)","(-6, 106)"
26812,"(87, 283)","(-4, 102)"
26813,"(87, 283)","(-4, 102)"
26818,"(94, 279)","(4, 99)"
26820,"(81, 303)","(-9, 122)"
26821,"(90, 281)","(-1, 101)"
26822,"(82, 299)","(-8, 118)"
26823,"(84, 287)","(-6, 106)"
26826,"(84, 287)","(-6, 107)"
26829,"(92, 305)","(1, 125)"
26831,"(82, 296)","(-8, 115)"
26832,"(87, 316)","(-3, 136)"
26833,"(84, 287)","(-6, 107)"
26834,"(84, 287)","(-7, 107)"
26835,"(82, 305)","(-8, 125)"
26836,"(87, 316)","(-3, 136)"
26837,"(91, 303)","(1, 122)"
26842,"(94, 278)","(3, 98)"
26843,"(84, 287)","(-6, 106)"
26849,"(87, 307)","(-3, 127)"
26850,"(84, 287)","(-6, 106)"
26856,"(92, 305)","(1, 125)"
26857,"(87, 296)","(-3, 115)"
26858,"(91, 280)","(1, 99)"
26861,"(84, 287)","(-6, 106)"
26865,"(87, 283)","(-4, 102)"
26870,"(83, 293)","(-8, 113)"
26871,"(84, 287)","(-6, 107)"
26872,"(83, 295)","(-8, 114)"
26873,"(84, 287)","(-6, 106)"
26879,"(91, 303)","(1, 122)"
26880,"(87, 284)","(-4, 103)"
26886,"(91, 302)","(1, 121)"
26888,"(91, 303)","(1, 122)"
26891,"(94, 306)","(3, 126)"
26892,"(84, 287)","(-6, 107)"
26895,"(91, 280)","(1, 99)"
26897,"(82, 299)","(-8, 119)"
26898,"(92, 305)","(1, 125)"
26899,"(83, 288)","(-7, 108)"
26900,"(89, 294)","(-2, 113)"
26901,"(89, 280)","(-2, 99)"
26904,"(96, 277)","(5, 96)"
26905,"(93, 278)","(2, 98)"
26906,"(83, 290)","(-7, 110)"
26907,"(84, 287)","(-6, 106)"
26910,"(87, 309)","(-4, 128)"
26911,"(87, 309)","(-4, 128)"
26912,"(88, 300)","(-2, 119)"
26913,"(90, 281)","(-1, 100)"
26914,"(91, 303)","(1, 122)"
26917,"(82, 299)","(-8, 118)"
26919,"(84, 287)","(-6, 107)"
26920,"(92, 305)","(2, 125)"
26922,"(81, 305)","(-9, 125)"
26923,"(83, 291)","(-7, 110)"
26924,"(87, 309)","(-4, 128)"
26925,"(91, 304)","(1, 123)"
26927,"(94, 280)","(3, 99)"
26928,"(84, 287)","(-6, 107)"
26930,"(84, 287)","(-6, 106)"
26936,"(87, 283)","(-4, 102)"
26938,"(84, 287)","(-6, 107)"
26939,"(118, 234)","(28, 54)"
26940,"(130, 225)","(39, 45)"
26941,"(126, 239)","(35, 59)"
26942,"(126, 239)","(35, 59)"
26943,"(128, 227)","(38, 47)"
26945,"(120, 234)","(29, 53)"
26946,"(126, 235)","(36, 54)"
26947,"(123, 240)","(32, 60)"
26948,"(122, 231)","(32, 51)"
26949,"(130, 225)","(39, 44)"
26950,"(121, 236)","(31, 56)"
26951,"(126, 239)","(35, 59)"
26953,"(122, 230)","(32, 50)"
26954,"(126, 239)","(35, 59)"
26955,"(126, 239)","(35, 59)"
26956,"(126, 239)","(35, 59)"
26957,"(125, 230)","(35, 50)"
26958,"(125, 231)","(35, 51)"
26959,"(125, 231)","(35, 51)"
26960,"(123, 240)","(32, 60)"
26961,"(120, 238)","(30, 57)"
26962,"(120, 238)","(30, 57)"
26963,"(127, 233)","(36, 52)"
26964,"(127, 229)","(37, 48)"
26965,"(120, 234)","(29, 53)"
26967,"(122, 231)","(32, 51)"
26968,"(121, 232)","(31, 51)"
26970,"(122, 231)","(32, 51)"
26971,"(121, 233)","(30, 52)"
26972,"(126, 232)","(36, 52)"
26973,"(126, 232)","(36, 52)"
26974,"(125, 229)","(35, 49)"
26976,"(124, 240)","(34, 60)"
26977,"(121, 231)","(31, 51)"
26978,"(122, 231)","(32, 51)"
26979,"(126, 232)","(36, 52)"
26980,"(120, 234)","(29, 53)"
26982,"(121, 231)","(31, 51)"
26986,"(128, 230)","(37, 49)"
26988,"(119, 235)","(28, 55)"
26989,"(120, 238)","(30, 57)"
26994,"(120, 234)","(29, 53)"
26998,"(120, 234)","(29, 53)"
26999,"(121, 231)","(31, 50)"
27001,"(124, 227)","(33, 47)"
27002,"(122, 231)","(32, 51)"
27003,"(127, 235)","(37, 54)"
27007,"(128, 230)","(37, 49)"
27009,"(120, 234)","(29, 53)"
